EmployeeID,FirstName,LastName,FullName,Gender,Email,Phone,StoreID,Department,JobTitle,HireDate,Salary,EmploymentType,IsActive
EMP-00748,Lama,Al-Dosari,Lama Al-Dosari,F,lama.aldosari892@srg.com.sa,+966532856661,SRG-028,Security,Loss Prevention Officer,2022-01-12,6619,Full-Time,1
EMP-00749,Saad,Al-Malki,Saad Al-Malki,M,saad.almalki204@srg.com.sa,+966575459377,SRG-028,Maintenance,Cleaner,2021-01-06,5728,Full-Time,1
EMP-00750,Samar,Al-Mansour,Samar Al-Mansour,F,samar.almansour135@srg.com.sa,+966512809919,SRG-028,Inventory,Warehouse Supervisor,2022-09-24,20741,Full-Time,1
EMP-00751,Mona,Al-Rashid,Mona Al-Rashid,F,mona.alrashid9@srg.com.sa,+966569056301,SRG-029,Customer Service,Service Representative,2021-07-20,6020,Full-Time,1
EMP-00752,Sarah,Al-Juhani,Sarah Al-Juhani,F,sarah.aljuhani192@srg.com.sa,+966535716726,SRG-029,Maintenance,Maintenance Technician,2025-03-24,5094,Full-Time,1
EMP-00753,Mishari,Al-Saadi,Mishari Al-Saadi,M,mishari.alsaadi106@srg.com.sa,+966584039834,SRG-029,Maintenance,Maintenance Technician,2023-12-26,6317,Full-Time,1
EMP-00754,Faisal,Al-Harbi,Faisal Al-Harbi,M,faisal.alharbi150@srg.com.sa,+966561296308,SRG-029,Inventory,Receiving Clerk,2016-05-07,6805,Contract,1
EMP-00755,Jasser,Al-Otaibi,Jasser Al-Otaibi,M,jasser.alotaibi228@srg.com.sa,+966558148366,SRG-029,Maintenance,Maintenance Supervisor,2024-05-23,15583,Part-Time,1
EMP-00756,Ghada,Al-Otaibi,Ghada Al-Otaibi,F,ghada.alotaibi729@srg.com.sa,+966565143446,SRG-029,Management,Store Manager,2020-06-09,19502,Full-Time,1
EMP-00757,Mohammed,Al-Rashid,Mohammed Al-Rashid,M,mohammed.alrashid931@srg.com.sa,+966592690500,SRG-029,Sales Floor,Department Supervisor,2019-05-16,17180,Part-Time,1
EMP-00758,Mariam,Al-Bishi,Mariam Al-Bishi,F,mariam.albishi700@srg.com.sa,+966583186206,SRG-029,Security,Security Supervisor,2017-02-22,8447,Full-Time,1
EMP-00759,Nada,Al-Juhani,Nada Al-Juhani,F,nada.aljuhani599@srg.com.sa,+966562463496,SRG-029,Marketing,Marketing Manager,2019-11-09,14882,Full-Time,1
EMP-00760,Mohammed,Al-Hussein,Mohammed Al-Hussein,M,mohammed.alhussein560@srg.com.sa,+966596752873,SRG-029,Customer Service,Service Representative,2023-02-03,6857,Full-Time,0
EMP-00761,Shaima,Al-Mutairi,Shaima Al-Mutairi,F,shaima.almutairi429@srg.com.sa,+966585236674,SRG-029,IT Support,Systems Administrator,2018-01-05,3785,Contract,1
EMP-00762,Khadija,Al-Khaldi,Khadija Al-Khaldi,F,khadija.alkhaldi954@srg.com.sa,+966581366999,SRG-029,Cashier,Senior Cashier,2017-08-14,9290,Full-Time,1
EMP-00763,Heba,Al-Dosari,Heba Al-Dosari,F,heba.aldosari759@srg.com.sa,+966569305156,SRG-029,Management,Store Manager,2025-01-26,14232,Contract,1
EMP-00764,Abdullah,Al-Khalifa,Abdullah Al-Khalifa,M,abdullah.alkhalifa212@srg.com.sa,+966521060407,SRG-029,IT Support,IT Manager,2024-07-13,16896,Full-Time,1
EMP-00765,Talal,Al-Tamimi,Talal Al-Tamimi,M,talal.altamimi311@srg.com.sa,+966535972157,SRG-029,Sales Floor,Floor Manager,2024-12-24,16481,Full-Time,1
EMP-00766,Abdullah,Al-Shehri,Abdullah Al-Shehri,M,abdullah.alshehri965@srg.com.sa,+966543230889,SRG-029,Sales Floor,Senior Sales Associate,2020-01-21,6213,Full-Time,1
EMP-00767,Meshal,Al-Mutairi,Meshal Al-Mutairi,M,meshal.almutairi620@srg.com.sa,+966556445244,SRG-029,IT Support,IT Technician,2016-11-12,5591,Full-Time,0
EMP-00768,Nada,Al-Dosari,Nada Al-Dosari,F,nada.aldosari836@srg.com.sa,+966506964017,SRG-029,Maintenance,Cleaner,2020-06-02,5563,Full-Time,0
EMP-00769,Lama,Al-Ghamdi,Lama Al-Ghamdi,F,lama.alghamdi642@srg.com.sa,+966594458774,SRG-029,Sales Floor,Sales Associate,2022-11-09,6563,Part-Time,1
EMP-00770,Maha,Al-Mutairi,Maha Al-Mutairi,F,maha.almutairi744@srg.com.sa,+966567184753,SRG-029,Marketing,Social Media Specialist,2018-08-08,5989,Full-Time,1
EMP-00771,Majed,Al-Shammari,Majed Al-Shammari,M,majed.alshammari966@srg.com.sa,+966525731917,SRG-029,HR,HR Manager,2018-04-19,24073,Full-Time,1
EMP-00772,Meshal,Al-Malki,Meshal Al-Malki,M,meshal.almalki252@srg.com.sa,+966577752901,SRG-030,Marketing,Visual Merchandiser,2017-03-03,4746,Full-Time,0
EMP-00773,Abdulaziz,Al-Juhani,Abdulaziz Al-Juhani,M,abdulaziz.aljuhani847@srg.com.sa,+966501733836,SRG-030,Sales Floor,Sales Associate,2022-07-01,3450,Full-Time,1
EMP-00774,Sultan,Al-Dosari,Sultan Al-Dosari,M,sultan.aldosari838@srg.com.sa,+966552425479,SRG-030,Marketing,Marketing Coordinator,2016-02-18,6015,Full-Time,1
EMP-00775,Shaima,Al-Hussein,Shaima Al-Hussein,F,shaima.alhussein250@srg.com.sa,+966505487177,SRG-030,HR,HR Manager,2020-06-16,13063,Contract,1
EMP-00776,Meshal,Al-Otaibi,Meshal Al-Otaibi,M,meshal.alotaibi426@srg.com.sa,+966521020307,SRG-030,Cashier,Head Cashier,2020-02-17,11852,Full-Time,1
EMP-00777,Ibrahim,Al-Malki,Ibrahim Al-Malki,M,ibrahim.almalki704@srg.com.sa,+966519251380,SRG-030,Inventory,Warehouse Supervisor,2020-04-22,20607,Full-Time,1
EMP-00778,Fahad,Al-Anazi,Fahad Al-Anazi,M,fahad.alanazi946@srg.com.sa,+966511727239,SRG-030,Security,Security Guard,2025-06-04,4476,Contract,1
EMP-00779,Ibrahim,Al-Fahad,Ibrahim Al-Fahad,M,ibrahim.alfahad915@srg.com.sa,+966545815154,SRG-030,Security,Loss Prevention Officer,2018-11-14,3615,Full-Time,1
EMP-00780,Bayan,Al-Mansour,Bayan Al-Mansour,F,bayan.almansour797@srg.com.sa,+966526373004,SRG-030,Security,Security Supervisor,2017-01-28,12870,Full-Time,1
EMP-00781,Nada,Al-Mutawa,Nada Al-Mutawa,F,nada.almutawa745@srg.com.sa,+966543427123,SRG-030,HR,HR Coordinator,2017-10-14,6930,Full-Time,1
EMP-00782,Abdullah,Al-Juhani,Abdullah Al-Juhani,M,abdullah.aljuhani711@srg.com.sa,+966566594616,SRG-030,Maintenance,Maintenance Supervisor,2021-08-14,23770,Full-Time,0
EMP-00783,Hassan,Al-Suwailem,Hassan Al-Suwailem,M,hassan.alsuwailem394@srg.com.sa,+966518077313,SRG-030,IT Support,IT Manager,2024-09-16,15540,Contract,1
EMP-00784,Bander,Al-Qahtani,Bander Al-Qahtani,M,bander.alqahtani372@srg.com.sa,+966588951164,SRG-030,Customer Service,Customer Service Lead,2016-04-28,5140,Full-Time,1
EMP-00785,Hatem,Al-Bishi,Hatem Al-Bishi,M,hatem.albishi874@srg.com.sa,+966588064499,SRG-030,Security,Security Guard,2020-08-05,6421,Full-Time,1
EMP-00786,Mohammed,Al-Bassam,Mohammed Al-Bassam,M,mohammed.albassam713@srg.com.sa,+966567235826,SRG-030,Inventory,Stock Clerk,2018-07-24,3107,Full-Time,0
EMP-00787,Mishari,Al-Hussein,Mishari Al-Hussein,M,mishari.alhussein375@srg.com.sa,+966522325287,SRG-030,Cashier,Senior Cashier,2025-03-01,6203,Full-Time,1
EMP-00788,Talal,Al-Saadi,Talal Al-Saadi,M,talal.alsaadi767@srg.com.sa,+966586024905,SRG-030,Maintenance,Maintenance Technician,2018-08-24,3573,Part-Time,1
EMP-00789,Khadija,Al-Mutawa,Khadija Al-Mutawa,F,khadija.almutawa619@srg.com.sa,+966529443896,SRG-030,Sales Floor,Department Supervisor,2017-03-02,9052,Full-Time,1
EMP-00790,Manal,Al-Suwailem,Manal Al-Suwailem,F,manal.alsuwailem233@srg.com.sa,+966563630678,SRG-030,HR,Recruiter,2025-09-10,5905,Full-Time,1
EMP-00791,Huda,Al-Bassam,Huda Al-Bassam,F,huda.albassam189@srg.com.sa,+966582295356,SRG-030,Customer Service,Customer Service Lead,2025-01-08,8213,Part-Time,1
EMP-00792,Ghada,Al-Khaldi,Ghada Al-Khaldi,F,ghada.alkhaldi663@srg.com.sa,+966564267037,SRG-030,Maintenance,Maintenance Supervisor,2018-01-26,20172,Full-Time,1
EMP-00793,Khalid,Al-Bishi,Khalid Al-Bishi,M,khalid.albishi555@srg.com.sa,+966512095873,SRG-030,Marketing,Marketing Manager,2016-04-10,13333,Full-Time,1
EMP-00794,Reem,Al-Sabah,Reem Al-Sabah,F,reem.alsabah584@srg.com.sa,+966591752869,SRG-031,Customer Service,Service Manager,2016-04-09,10786,Contract,1
EMP-00795,Mohammed,Al-Zahrani,Mohammed Al-Zahrani,M,mohammed.alzahrani982@srg.com.sa,+966569392233,SRG-031,Cashier,Senior Cashier,2016-06-25,7313,Full-Time,1
EMP-00796,Nada,Al-Bishi,Nada Al-Bishi,F,nada.albishi104@srg.com.sa,+966583519714,SRG-031,Inventory,Stock Clerk,2021-07-24,5062,Full-Time,1
EMP-00797,Mariam,Al-Hussein,Mariam Al-Hussein,F,mariam.alhussein81@srg.com.sa,+966514885101,SRG-031,Sales Floor,Department Supervisor,2018-03-22,23175,Full-Time,0
EMP-00798,Salman,Al-Tamimi,Salman Al-Tamimi,M,salman.altamimi369@srg.com.sa,+966598229326,SRG-031,Inventory,Warehouse Supervisor,2023-03-11,17530,Full-Time,0
EMP-00799,Rana,Al-Mutairi,Rana Al-Mutairi,F,rana.almutairi100@srg.com.sa,+966503392808,SRG-031,Marketing,Marketing Coordinator,2018-10-21,5037,Full-Time,1
EMP-00800,Majed,Al-Harbi,Majed Al-Harbi,M,majed.alharbi287@srg.com.sa,+966597095636,SRG-031,HR,Recruiter,2018-05-06,3279,Full-Time,1
EMP-00801,Abdullah,Al-Tamimi,Abdullah Al-Tamimi,M,abdullah.altamimi453@srg.com.sa,+966523079808,SRG-031,HR,Recruiter,2023-05-25,6590,Contract,1
EMP-00802,Ali,Al-Baqmi,Ali Al-Baqmi,M,ali.albaqmi452@srg.com.sa,+966559597975,SRG-031,Management,Operations Manager,2022-10-22,12226,Contract,1
EMP-00803,Sarah,Al-Saleh,Sarah Al-Saleh,F,sarah.alsaleh636@srg.com.sa,+966505107344,SRG-031,Maintenance,Cleaner,2023-05-22,3174,Contract,1
EMP-00804,Jasser,Al-Harbi,Jasser Al-Harbi,M,jasser.alharbi229@srg.com.sa,+966568755747,SRG-031,Management,Operations Manager,2018-10-13,10391,Full-Time,1
EMP-00805,Khadija,Al-Khaldi,Khadija Al-Khaldi,F,khadija.alkhaldi940@srg.com.sa,+966568266453,SRG-031,IT Support,IT Manager,2017-02-06,11550,Full-Time,1
EMP-00806,Omar,Al-Zahrani,Omar Al-Zahrani,M,omar.alzahrani118@srg.com.sa,+966548626564,SRG-032,Marketing,Social Media Specialist,2019-12-24,4950,Full-Time,1
EMP-00807,Majed,Al-Dosari,Majed Al-Dosari,M,majed.aldosari390@srg.com.sa,+966507064842,SRG-032,Customer Service,Customer Service Lead,2025-01-20,11342,Part-Time,1
EMP-00808,Mohammed,Al-Mutairi,Mohammed Al-Mutairi,M,mohammed.almutairi86@srg.com.sa,+966522161974,SRG-032,Sales Floor,Floor Manager,2020-05-21,13770,Full-Time,1
EMP-00809,Yasser,Al-Baqmi,Yasser Al-Baqmi,M,yasser.albaqmi266@srg.com.sa,+966521901645,SRG-032,HR,Training Officer,2024-04-22,6658,Full-Time,1
EMP-00810,Shaima,Al-Anazi,Shaima Al-Anazi,F,shaima.alanazi549@srg.com.sa,+966528328019,SRG-032,Inventory,Inventory Controller,2021-07-16,4947,Full-Time,0
EMP-00811,Manal,Al-Rashid,Manal Al-Rashid,F,manal.alrashid593@srg.com.sa,+966593426274,SRG-032,IT Support,Systems Administrator,2019-02-24,5735,Full-Time,0
EMP-00812,Fatima,Al-Dosari,Fatima Al-Dosari,F,fatima.aldosari270@srg.com.sa,+966581061687,SRG-032,HR,HR Manager,2023-06-04,21316,Part-Time,1
EMP-00813,Ghada,Al-Hussein,Ghada Al-Hussein,F,ghada.alhussein714@srg.com.sa,+966583786712,SRG-032,Cashier,Cashier,2019-12-07,4721,Contract,1
EMP-00814,Ali,Al-Mutairi,Ali Al-Mutairi,M,ali.almutairi17@srg.com.sa,+966546150025,SRG-032,Customer Service,Service Manager,2025-01-12,19920,Contract,1
EMP-00815,Ghada,Al-Khalifa,Ghada Al-Khalifa,F,ghada.alkhalifa536@srg.com.sa,+966552902200,SRG-032,Maintenance,Maintenance Supervisor,2021-06-27,21954,Full-Time,1
EMP-00816,Hana,Al-Shammari,Hana Al-Shammari,F,hana.alshammari292@srg.com.sa,+966565752118,SRG-032,IT Support,Systems Administrator,2018-09-14,4562,Contract,1
EMP-00817,Turki,Al-Saadi,Turki Al-Saadi,M,turki.alsaadi509@srg.com.sa,+966592672723,SRG-032,Cashier,Cashier,2016-10-14,3424,Part-Time,1
EMP-00818,Mishari,Al-Anazi,Mishari Al-Anazi,M,mishari.alanazi118@srg.com.sa,+966538878148,SRG-032,Maintenance,Maintenance Technician,2019-08-18,4560,Full-Time,1
EMP-00819,Amal,Al-Sheikh,Amal Al-Sheikh,F,amal.alsheikh275@srg.com.sa,+966546157260,SRG-032,Maintenance,Maintenance Technician,2021-04-17,4161,Part-Time,0
EMP-00820,Ahmed,Al-Habib,Ahmed Al-Habib,M,ahmed.alhabib384@srg.com.sa,+966586326278,SRG-032,Maintenance,Maintenance Technician,2016-01-05,6237,Full-Time,1
EMP-00821,Rana,Al-Sabah,Rana Al-Sabah,F,rana.alsabah53@srg.com.sa,+966598199144,SRG-032,Maintenance,Maintenance Technician,2025-11-13,6393,Full-Time,0
EMP-00822,Nada,Al-Shammari,Nada Al-Shammari,F,nada.alshammari102@srg.com.sa,+966529460029,SRG-032,Maintenance,Maintenance Supervisor,2024-03-14,15568,Full-Time,0
EMP-00823,Manal,Al-Juhani,Manal Al-Juhani,F,manal.aljuhani27@srg.com.sa,+966561193577,SRG-032,Management,Assistant Manager,2021-04-03,11056,Contract,1
EMP-00824,Nawaf,Al-Tamimi,Nawaf Al-Tamimi,M,nawaf.altamimi752@srg.com.sa,+966528611927,SRG-032,IT Support,IT Technician,2025-07-01,6040,Full-Time,1
EMP-00825,Saud,Al-Habib,Saud Al-Habib,M,saud.alhabib744@srg.com.sa,+966565370124,SRG-032,Customer Service,Customer Service Lead,2019-09-27,7009,Full-Time,1
EMP-00826,Hatem,Al-Dosari,Hatem Al-Dosari,M,hatem.aldosari110@srg.com.sa,+966525738943,SRG-032,Sales Floor,Sales Associate,2017-08-20,3502,Full-Time,1
EMP-00827,Khalid,Al-Mansour,Khalid Al-Mansour,M,khalid.almansour23@srg.com.sa,+966562234399,SRG-032,Security,Security Guard,2022-02-16,6258,Part-Time,0
EMP-00828,Nasser,Al-Saleh,Nasser Al-Saleh,M,nasser.alsaleh185@srg.com.sa,+966541170125,SRG-032,Maintenance,Maintenance Supervisor,2021-11-15,13279,Full-Time,0
EMP-00829,Fahad,Al-Zahrani,Fahad Al-Zahrani,M,fahad.alzahrani163@srg.com.sa,+966585269818,SRG-032,Security,Security Supervisor,2025-10-18,8164,Full-Time,1
EMP-00830,Badr,Al-Rashid,Badr Al-Rashid,M,badr.alrashid118@srg.com.sa,+966531494887,SRG-032,IT Support,Systems Administrator,2018-04-28,4494,Full-Time,1
EMP-00831,Khalid,Al-Bassam,Khalid Al-Bassam,M,khalid.albassam357@srg.com.sa,+966585937884,SRG-032,Inventory,Warehouse Supervisor,2020-08-07,11013,Part-Time,0
EMP-00832,Amal,Al-Fahad,Amal Al-Fahad,F,amal.alfahad867@srg.com.sa,+966547590525,SRG-032,Maintenance,Maintenance Technician,2020-03-07,5814,Full-Time,1
EMP-00833,Lama,Al-Mutawa,Lama Al-Mutawa,F,lama.almutawa611@srg.com.sa,+966546347715,SRG-032,Customer Service,Service Manager,2023-07-15,21885,Contract,1
EMP-00834,Amal,Al-Mutairi,Amal Al-Mutairi,F,amal.almutairi461@srg.com.sa,+966521566398,SRG-032,Marketing,Marketing Manager,2021-11-27,10105,Contract,1
EMP-00835,Dana,Al-Mahmoud,Dana Al-Mahmoud,F,dana.almahmoud829@srg.com.sa,+966558203915,SRG-032,IT Support,IT Manager,2022-01-04,13895,Full-Time,1
EMP-00836,Khalid,Al-Mutairi,Khalid Al-Mutairi,M,khalid.almutairi327@srg.com.sa,+966506517512,SRG-032,Security,Security Supervisor,2018-06-04,8315,Full-Time,1
EMP-00837,Sana,Al-Shehri,Sana Al-Shehri,F,sana.alshehri540@srg.com.sa,+966532726714,SRG-032,IT Support,IT Technician,2022-05-20,3869,Contract,1
EMP-00838,Talal,Al-Habib,Talal Al-Habib,M,talal.alhabib203@srg.com.sa,+966531833152,SRG-032,Maintenance,Cleaner,2022-06-27,4311,Part-Time,1
EMP-00839,Amal,Al-Harbi,Amal Al-Harbi,F,amal.alharbi393@srg.com.sa,+966531356829,SRG-033,Cashier,Senior Cashier,2018-10-11,9842,Full-Time,1
EMP-00840,Hatem,Al-Khalifa,Hatem Al-Khalifa,M,hatem.alkhalifa346@srg.com.sa,+966502165246,SRG-033,Management,Assistant Manager,2022-01-18,9281,Part-Time,1
EMP-00841,Nada,Al-Anazi,Nada Al-Anazi,F,nada.alanazi506@srg.com.sa,+966591789750,SRG-033,Management,Regional Manager,2021-07-03,18262,Part-Time,1
EMP-00842,Mariam,Al-Baqmi,Mariam Al-Baqmi,F,mariam.albaqmi49@srg.com.sa,+966503327577,SRG-033,Cashier,Senior Cashier,2025-02-01,6835,Full-Time,1
EMP-00843,Rana,Al-Shammari,Rana Al-Shammari,F,rana.alshammari705@srg.com.sa,+966505356836,SRG-033,Cashier,Cashier,2021-09-01,6826,Full-Time,1
EMP-00844,Yasser,Al-Qahtani,Yasser Al-Qahtani,M,yasser.alqahtani948@srg.com.sa,+966528729158,SRG-033,Management,Regional Manager,2025-07-09,13581,Full-Time,1
EMP-00845,Faten,Al-Dosari,Faten Al-Dosari,F,faten.aldosari541@srg.com.sa,+966539018281,SRG-033,Marketing,Social Media Specialist,2023-11-04,5137,Part-Time,1
EMP-00846,Shaima,Al-Bassam,Shaima Al-Bassam,F,shaima.albassam729@srg.com.sa,+966516922519,SRG-033,HR,HR Manager,2017-05-25,17707,Contract,1
EMP-00847,Bander,Al-Qahtani,Bander Al-Qahtani,M,bander.alqahtani222@srg.com.sa,+966577460238,SRG-033,Cashier,Senior Cashier,2016-04-01,10492,Full-Time,1
EMP-00848,Omar,Al-Mutairi,Omar Al-Mutairi,M,omar.almutairi869@srg.com.sa,+966582772688,SRG-033,Marketing,Marketing Manager,2020-12-15,13046,Full-Time,1
EMP-00849,Noor,Al-Khalifa,Noor Al-Khalifa,F,noor.alkhalifa434@srg.com.sa,+966526153067,SRG-033,Marketing,Visual Merchandiser,2022-04-03,4138,Contract,0
EMP-00850,Saad,Al-Khalifa,Saad Al-Khalifa,M,saad.alkhalifa192@srg.com.sa,+966541479597,SRG-033,Cashier,Head Cashier,2017-04-01,8775,Part-Time,0
EMP-00851,Hana,Al-Ghamdi,Hana Al-Ghamdi,F,hana.alghamdi155@srg.com.sa,+966569425356,SRG-033,Cashier,Head Cashier,2017-06-14,6737,Part-Time,1
EMP-00852,Aisha,Al-Khalifa,Aisha Al-Khalifa,F,aisha.alkhalifa750@srg.com.sa,+966564253632,SRG-033,Management,Regional Manager,2017-01-21,20534,Full-Time,1
EMP-00853,Nawaf,Al-Ghamdi,Nawaf Al-Ghamdi,M,nawaf.alghamdi698@srg.com.sa,+966505176591,SRG-034,IT Support,Systems Administrator,2023-09-14,3447,Full-Time,1
EMP-00854,Mohammed,Al-Habib,Mohammed Al-Habib,M,mohammed.alhabib283@srg.com.sa,+966537787380,SRG-034,Sales Floor,Department Supervisor,2019-02-18,11310,Part-Time,1
EMP-00855,Faisal,Al-Bassam,Faisal Al-Bassam,M,faisal.albassam356@srg.com.sa,+966545831479,SRG-034,Management,Operations Manager,2019-03-26,14670,Full-Time,1
EMP-00856,Sami,Al-Sheikh,Sami Al-Sheikh,M,sami.alsheikh323@srg.com.sa,+966513795846,SRG-034,Marketing,Social Media Specialist,2020-12-08,3697,Full-Time,1
EMP-00857,Huda,Al-Rashid,Huda Al-Rashid,F,huda.alrashid271@srg.com.sa,+966513864292,SRG-034,HR,Training Officer,2021-01-06,6991,Full-Time,1
EMP-00858,Mariam,Al-Hussein,Mariam Al-Hussein,F,mariam.alhussein839@srg.com.sa,+966505876441,SRG-034,Sales Floor,Floor Manager,2019-08-04,9480,Full-Time,1
EMP-00859,Salman,Al-Dosari,Salman Al-Dosari,M,salman.aldosari503@srg.com.sa,+966555317440,SRG-034,Cashier,Cashier,2020-12-11,4853,Part-Time,1
EMP-00860,Khadija,Al-Rashid,Khadija Al-Rashid,F,khadija.alrashid116@srg.com.sa,+966549712557,SRG-034,Security,Security Supervisor,2021-09-25,23871,Full-Time,1
EMP-00861,Faten,Al-Shehri,Faten Al-Shehri,F,faten.alshehri369@srg.com.sa,+966532497768,SRG-034,Inventory,Warehouse Supervisor,2023-01-08,22113,Full-Time,1
EMP-00862,Sultan,Al-Habib,Sultan Al-Habib,M,sultan.alhabib910@srg.com.sa,+966557560331,SRG-034,IT Support,IT Manager,2024-03-09,19430,Contract,1
EMP-00863,Dana,Al-Mutairi,Dana Al-Mutairi,F,dana.almutairi581@srg.com.sa,+966555838692,SRG-034,Sales Floor,Department Supervisor,2025-02-14,22910,Full-Time,1
EMP-00864,Bayan,Al-Saleh,Bayan Al-Saleh,F,bayan.alsaleh572@srg.com.sa,+966526094327,SRG-034,Inventory,Receiving Clerk,2018-09-10,5555,Part-Time,1
EMP-00865,Turki,Al-Anazi,Turki Al-Anazi,M,turki.alanazi55@srg.com.sa,+966576130833,SRG-034,Sales Floor,Floor Manager,2016-04-10,12044,Full-Time,1
EMP-00866,Rasha,Al-Saadi,Rasha Al-Saadi,F,rasha.alsaadi291@srg.com.sa,+966583601089,SRG-034,Sales Floor,Sales Associate,2020-03-12,6599,Full-Time,0
EMP-00867,Huda,Al-Bassam,Huda Al-Bassam,F,huda.albassam33@srg.com.sa,+966576949741,SRG-034,Customer Service,Customer Service Lead,2025-02-10,6792,Full-Time,0
EMP-00868,Amal,Al-Malki,Amal Al-Malki,F,amal.almalki578@srg.com.sa,+966566410314,SRG-034,Cashier,Senior Cashier,2020-10-10,6419,Contract,1
EMP-00869,Sultan,Al-Dosari,Sultan Al-Dosari,M,sultan.aldosari305@srg.com.sa,+966598736886,SRG-034,Maintenance,Cleaner,2019-05-10,3350,Contract,1
EMP-00870,Abeer,Al-Habib,Abeer Al-Habib,F,abeer.alhabib321@srg.com.sa,+966586998844,SRG-034,Maintenance,Maintenance Technician,2018-09-15,5843,Part-Time,1
EMP-00871,Khadija,Al-Suwailem,Khadija Al-Suwailem,F,khadija.alsuwailem91@srg.com.sa,+966526073262,SRG-034,Maintenance,Maintenance Supervisor,2016-09-01,21792,Full-Time,1
EMP-00872,Huda,Al-Mahmoud,Huda Al-Mahmoud,F,huda.almahmoud403@srg.com.sa,+966527760247,SRG-034,IT Support,Systems Administrator,2020-01-25,6461,Full-Time,1
EMP-00873,Manal,Al-Otaibi,Manal Al-Otaibi,F,manal.alotaibi609@srg.com.sa,+966515875071,SRG-034,Cashier,Cashier,2020-11-04,4365,Contract,1
EMP-00874,Faten,Al-Otaibi,Faten Al-Otaibi,F,faten.alotaibi735@srg.com.sa,+966504440410,SRG-034,Cashier,Head Cashier,2025-11-17,11056,Contract,1
EMP-00875,Huda,Al-Shehri,Huda Al-Shehri,F,huda.alshehri639@srg.com.sa,+966532924495,SRG-034,Inventory,Warehouse Supervisor,2020-12-01,23891,Full-Time,1
EMP-00876,Nawaf,Al-Habib,Nawaf Al-Habib,M,nawaf.alhabib486@srg.com.sa,+966509485991,SRG-034,Cashier,Head Cashier,2017-04-07,5848,Part-Time,1
EMP-00877,Hatem,Al-Harbi,Hatem Al-Harbi,M,hatem.alharbi862@srg.com.sa,+966585366631,SRG-034,Management,Operations Manager,2023-03-27,15698,Contract,0
EMP-00878,Faten,Al-Saleh,Faten Al-Saleh,F,faten.alsaleh190@srg.com.sa,+966525037972,SRG-034,Marketing,Marketing Coordinator,2022-03-21,3088,Full-Time,1
EMP-00879,Majed,Al-Mansour,Majed Al-Mansour,M,majed.almansour684@srg.com.sa,+966547563066,SRG-034,Management,Regional Manager,2017-10-16,20036,Part-Time,0
EMP-00880,Yousef,Al-Suwailem,Yousef Al-Suwailem,M,yousef.alsuwailem578@srg.com.sa,+966561184878,SRG-034,Maintenance,Maintenance Technician,2016-05-15,3492,Contract,1
EMP-00881,Saud,Al-Khaldi,Saud Al-Khaldi,M,saud.alkhaldi904@srg.com.sa,+966575645678,SRG-034,Marketing,Social Media Specialist,2016-06-05,4916,Full-Time,1
EMP-00882,Mona,Al-Baqmi,Mona Al-Baqmi,F,mona.albaqmi526@srg.com.sa,+966513927571,SRG-034,IT Support,IT Technician,2021-12-17,4599,Full-Time,1
EMP-00883,Khadija,Al-Tamimi,Khadija Al-Tamimi,F,khadija.altamimi386@srg.com.sa,+966574026182,SRG-034,Inventory,Warehouse Supervisor,2020-07-03,23851,Contract,0
EMP-00884,Huda,Al-Tamimi,Huda Al-Tamimi,F,huda.altamimi850@srg.com.sa,+966562133636,SRG-034,Security,Loss Prevention Officer,2025-06-19,5529,Full-Time,1
EMP-00885,Faisal,Al-Harbi,Faisal Al-Harbi,M,faisal.alharbi791@srg.com.sa,+966532768852,SRG-034,Cashier,Senior Cashier,2023-06-25,6896,Full-Time,0
EMP-00886,Shaima,Al-Suwailem,Shaima Al-Suwailem,F,shaima.alsuwailem868@srg.com.sa,+966518407618,SRG-034,Cashier,Cashier,2025-05-04,3153,Full-Time,1
EMP-00887,Hatem,Al-Shammari,Hatem Al-Shammari,M,hatem.alshammari588@srg.com.sa,+966584350987,SRG-034,Security,Security Guard,2023-07-05,5610,Full-Time,1
EMP-00888,Khadija,Al-Saleh,Khadija Al-Saleh,F,khadija.alsaleh834@srg.com.sa,+966584226188,SRG-034,Management,Assistant Manager,2019-12-06,22223,Full-Time,1
EMP-00889,Saud,Al-Saleh,Saud Al-Saleh,M,saud.alsaleh793@srg.com.sa,+966562207374,SRG-034,Cashier,Cashier,2016-03-01,4472,Full-Time,1
EMP-00890,Reem,Al-Saadi,Reem Al-Saadi,F,reem.alsaadi634@srg.com.sa,+966583313134,SRG-035,Customer Service,Service Manager,2023-09-12,19681,Full-Time,1
EMP-00891,Ghada,Al-Malki,Ghada Al-Malki,F,ghada.almalki306@srg.com.sa,+966512978495,SRG-035,Cashier,Head Cashier,2017-03-26,9237,Part-Time,1
EMP-00892,Nawaf,Al-Sabah,Nawaf Al-Sabah,M,nawaf.alsabah400@srg.com.sa,+966552140059,SRG-035,Security,Security Guard,2019-05-27,4029,Full-Time,1
EMP-00893,Badr,Al-Hussein,Badr Al-Hussein,M,badr.alhussein634@srg.com.sa,+966502860164,SRG-035,Customer Service,Service Manager,2025-09-10,21081,Contract,1
EMP-00894,Ghada,Al-Rashid,Ghada Al-Rashid,F,ghada.alrashid910@srg.com.sa,+966503336875,SRG-035,Sales Floor,Department Supervisor,2022-05-07,18962,Full-Time,1
